0,36.04006
4,39.2811
8,40.894
12,45.212
20,44.68495
24,46.154975
28,47.3202
32,49.501425
36,50.479325
48,52.7812
52,55.03799
56,56.3499
60,59.182
64,60.9981
68,64.7827
72,64.389
76,67.49796
80,66.6496
84,66.5988
88,68.81495
92,65.11925
